No,HID_DIM,ENC_LAYERS/DEC_LAYERS,ENC_HEADS/DEC_HEADS,PF,PF_ACT,ENC_PF_DIM/DEC_PF_DIM,TE_TYPE,ENC_DROPOUT/DEC_DROPOUT,Time,Parameters,val_loss,val_PLL,BLEU
300,512,6,8,TRUE,,1024,1,0.1,25m45s,37652038,5.17,175.75,0
301,256,3,4,TRUE,,1024,1,0.1,7m25s,8586054,4.28,71.96,0.23
302,512,3,4,TRUE,,1024,1,0.1,13m32s,21880390,4.65,104.16,0
303,256,6,4,TRUE,,1024,1,0.1,13m40s,14115654,5.16,174.4,0
304,512,6,4,TRUE,,1024,1,0.1,25m26s,37652038,5.17,175.77,0
305,256,3,8,TRUE,,1024,0,0,7m39s,8586054,3.25,25.74,11.63
306,512,3,8,TRUE,,1024,0,0,13m37s,21880390,3.62,37.47,2.47
307,256,6,8,TRUE,,1024,0,0,14m9s,14115654,5.11,165.4,0
308,512,6,8,TRUE,,1024,0,0,25m15s,37652038,5.18,178.41,0
309,256,3,4,TRUE,,1024,0,0,7m14s,8586054,3.24,25.51,12.73
310,512,3,4,TRUE,,1024,0,0,13m24s,21880390,3.46,31.66,4.9
311,256,6,4,TRUE,,1024,0,0,13m26s,14115654,5.17,176.4,0
312,512,6,4,TRUE,,1024,0,0,24m57s,37652038,5.18,178.35,0
313,256,3,8,TRUE,,1024,1,0,7m45s,8586054,4.19,65.87,0.23
314,512,3,8,TRUE,,1024,1,0,13m28s,21880390,4.68,107.84,0
315,256,6,8,TRUE,,1024,1,0,14m1s,14115654,5.17,176.33,0
316,512,6,8,TRUE,,1024,1,0,25m16s,37652038,5.18,178.15,0
317,256,3,4,TRUE,,1024,1,0,7m15s,8586054,4.23,69.04,0.39
318,512,3,4,TRUE,,1024,1,0,13m19s,21880390,4.7,109.75,0
319,256,6,4,TRUE,,1024,1,0,13m15s,14115654,5.17,176.46,0
320,512,6,4,TRUE,,1024,1,0,24m58s,37652038,5.18,178.29,0
321,256,3,8,TRUE,,1024,0,0.2,7m54s,8586054,2.93,18.81,8.44
322,512,3,8,TRUE,,1024,0,0.2,13m49s,21880390,3.7,40.6,0.47
323,256,6,8,TRUE,,1024,0,0.2,14m29s,14115654,7.33,1530.43,0
324,512,6,8,TRUE,,1024,0,0.2,25m45s,37652038,5.21,183.23,0
325,256,3,4,TRUE,,1024,0,0.2,7m25s,8586054,2.92,18.48,6.72
326,512,3,4,TRUE,,1024,0,0.2,13m39s,21880390,3.75,42.51,0.44
327,256,6,4,TRUE,,1024,0,0.2,13m49s,14115654,5.16,174.32,0
328,512,6,4,TRUE,,1024,0,0.2,25m33s,37652038,5.37,215.51,0
329,256,3,8,TRUE,,1024,1,0.2,7m47s,8586054,4.3,73.61,0
330,512,3,8,TRUE,,1024,1,0.2,13m43s,21880390,4.68,108.06,0
331,256,6,8,TRUE,,1024,1,0.2,14m33s,14115654,8.06,3164.34,0
332,512,6,8,TRUE,,1024,1,0.2,25m47s,37652038,5.17,175.68,0
333,256,3,4,TRUE,,1024,1,0.2,7m22s,8586054,4.46,86.24,0.09
334,512,3,4,TRUE,,1024,1,0.2,13m33s,21880390,4.74,114.49,0
335,256,6,4,TRUE,,1024,1,0.2,13m43s,14115654,6.87,961.86,0
336,512,6,4,TRUE,,1024,1,0.2,25m28s,37652038,5.17,175.78,0
337,256,3,8,TRUE,,2048,0,0.1,9m12s,11737926,3.04,20.87,7.71
338,512,3,8,TRUE,,2048,0,0.1,16m36s,28177990,4.38,80.21,0
339,256,6,8,TRUE,,2048,0,0.1,17m12s,20419398,5.15,171.95,0
340,512,6,8,TRUE,,2048,0,0.1,31m25s,50247238,5.17,176.09,0
341,256,3,4,TRUE,,2048,0,0.1,8m44s,11737926,3.09,21.98,10.93
342,512,3,4,TRUE,,2048,0,0.1,16m26s,28177990,4.07,58.47,0.08
343,256,6,4,TRUE,,2048,0,0.1,16m24s,20419398,5.48,239.28,0
344,512,6,4,TRUE,,2048,0,0.1,31m20s,50247238,5.17,176.11,0
345,256,3,8,TRUE,,2048,1,0.1,9m8s,11737926,4.42,83.42,0
346,512,3,8,TRUE,,2048,1,0.1,16m36s,28177990,4.68,107.48,0
347,256,6,8,TRUE,,2048,1,0.1,17m16s,20419398,5.17,175.45,0
348,512,6,8,TRUE,,2048,1,0.1,31m33s,50247238,5.17,175.87,0
349,256,3,4,TRUE,,2048,1,0.1,8m43s,11737926,4.39,80.99,0
350,512,3,4,TRUE,,2048,1,0.1,16m26s,28177990,5.17,175.9,0
351,256,6,4,TRUE,,2048,1,0.1,16m25s,20419398,5.17,175.25,0
352,512,6,4,TRUE,,2048,1,0.1,31m14s,50247238,5.17,175.87,0
353,256,3,8,TRUE,,2048,0,0,8m55s,11737926,3.55,34.78,9.12
354,512,3,8,TRUE,,2048,0,0,16m22s,28177990,4.1,60.57,0.04
355,256,6,8,TRUE,,2048,0,0,16m42s,20419398,5.17,176.22,0
356,512,6,8,TRUE,,2048,0,0,30m53s,50247238,5.19,179.18,0
357,256,3,4,TRUE,,2048,0,0,8m35s,11737926,3.58,35.75,7.07
358,512,3,4,TRUE,,2048,0,0,16m13s,28177990,4.18,65.23,0
359,256,6,4,TRUE,,2048,0,0,15m50s,20419398,5.15,172.11,0
360,512,6,4,TRUE,,2048,0,0,30m34s,50247238,5.55,257.2,0
361,256,3,8,TRUE,,2048,1,0,8m55s,11737926,4.49,89.39,0
362,512,3,8,TRUE,,2048,1,0,16m8s,28177990,4.69,109.2,0
363,256,6,8,TRUE,,2048,1,0,16m43s,20419398,5.17,176.38,0
364,512,6,8,TRUE,,2048,1,0,30m54s,50247238,5.18,178.37,0
365,256,3,4,TRUE,,2048,1,0,8m32s,11737926,4.51,91.11,0
366,512,3,4,TRUE,,2048,1,0,16m10s,28177990,4.63,102.91,0
367,256,6,4,TRUE,,2048,1,0,15m57s,20419398,5.17,176.32,0
368,512,6,4,TRUE,,2048,1,0,30m36s,50247238,5.18,178.36,0
369,256,3,8,TRUE,,2048,0,0.2,9m18s,11737926,3.16,23.62,3.98
370,512,3,8,TRUE,,2048,0,0.2,16m45s,28177990,4.38,79.82,0
371,256,6,8,TRUE,,2048,0,0.2,17m16s,20419398,5.18,177.65,0
372,512,6,8,TRUE,,2048,0,0.2,31m43s,50247238,5.28,196.3,0
373,256,3,4,TRUE,,2048,0,0.2,8m57s,11737926,3.35,28.47,2.32
374,512,3,4,TRUE,,2048,0,0.2,16m33s,28177990,4.1,60.37,0.12
375,256,6,4,TRUE,,2048,0,0.2,16m33s,20419398,5.29,198.15,0
376,512,6,4,TRUE,,2048,0,0.2,31m20s,50247238,5.17,176.26,0
377,256,3,8,TRUE,,2048,1,0.2,9m13s,11737926,4.4,81.72,0
378,512,3,8,TRUE,,2048,1,0.2,16m39s,28177990,4.63,102.4,0
379,256,6,8,TRUE,,2048,1,0.2,17m21s,20419398,5.17,175.21,0
380,512,6,8,TRUE,,2048,1,0.2,31m37s,50247238,5.17,175.87,0
381,256,3,4,TRUE,,2048,1,0.2,8m47s,11737926,4.56,95.22,0
382,512,3,4,TRUE,,2048,1,0.2,16m32s,28177990,4.73,113.53,0
383,256,6,4,TRUE,,2048,1,0.2,16m25s,20419398,6.85,944.09,0
384,512,6,4,TRUE,,2048,1,0.2,31m12s,50247238,5.17,176.38,0
